1.49321E+14,91.14472599
1.65585E+14,81.98047883
1.83618E+14,72.76737709
2.03621E+14,66.32362645
2.22897E+14,59.65504417
2.47175E+14,53.65696186
2.70575E+14,48.26196336
3.00047E+14,43.40941095
3.32728E+14,39.04476377
3.68969E+14,35.11896487
4.09158E+14,31.58788976
4.53724E+14,28.41185049
4.90306E+14,26.24120058
5.43711E+14,23.60275008
6.10775E+14,20.95023401
6.68596E+14,18.84376959
7.4143E+14,17.17510215
8.1162E+14,15.44821254
8.88466E+14,14.08023099
9.60088E+14,12.83338795
1.0375E+15,11.8529241
1.13574E+15,10.94736715
1.22731E+15,10.11099426
1.36099E+15,9.094373174
1.47073E+15,8.399568015
1.63092E+15,7.555024171
1.73979E+15,7.070867107
1.90454E+15,6.530656709
2.05807E+15,5.952349163
2.25296E+15,5.497592927
2.43461E+15,5.077579821
2.6309E+15,4.689655487
2.99392E+15,4.218128896
3.407E+15,3.744088597
3.87707E+15,3.323321731
4.18961E+15,3.029032485
4.58635E+15,2.797616052
5.02066E+15,2.583879709
5.42545E+15,2.386472706
5.93922E+15,2.204147491
6.58621E+15,2.008964191
7.39868E+15,1.806970667
8.20466E+15,1.646958463
9.09843E+15,1.501115778
9.83201E+15,1.38643135
1.07631E+16,1.28050875
1.19357E+16,1.182678578
1.34082E+16,1.07794915
1.46781E+16,1.008869729
1.6489E+16,0.91953155
1.87645E+16,0.838104511
2.05419E+16,0.79485449
2.24871E+16,0.73412804
2.49374E+16,0.687082091
2.76543E+16,0.634589394
3.06676E+16,0.593922292
3.40088E+16,0.548546952
3.87015E+16,0.493392693
4.51966E+16,0.449701418
5.14337E+16,0.409879125
6.00649E+16,0.368667376
7.01462E+16,0.340501389
7.88013E+16,0.314487268
8.62645E+16,0.294333629
9.56641E+16,0.275471518
1.11719E+17,0.25107776
1.27138E+17,0.231895556
1.44685E+17,0.214178862
1.64651E+17,0.195212737
1.87375E+17,0.18029859
2.13235E+17,0.166523876
2.3647E+17,0.15585234
2.65651E+17,0.14586468
2.98428E+17,0.134720698
3.39611E+17,0.122790811
3.76616E+17,0.11492187
4.39822E+17,0.104745224
5.00511E+17,0.094213499
5.69589E+17,0.087015639
6.48192E+17,0.079310166
7.76805E+17,0.071335838
8.84015E+17,0.065885819
9.80327E+17,0.060852178
1.11563E+18,0.056203105
1.25326E+18,0.051226166
1.40792E+18,0.047943382
1.60221E+18,0.043697864
1.7999E+18,0.040359371
2.02196E+18,0.036785438
2.24225E+18,0.033975051
2.48654E+18,0.031379375
2.75745E+18,0.028982008
3.05787E+18,0.026767799
3.34744E+18,0.024722753
3.66443E+18,0.022833948
4.06371E+18,0.021370655
4.39141E+18,0.020001135
4.86985E+18,0.01847306
5.54182E+18,0.016615665
6.38846E+18,0.014554302
7.17653E+18,0.013090923
8.16679E+18,0.011774682
9.05655E+18,0.010875103
9.78675E+18,0.010044251
1.08529E+19,0.009154805
1.3006E+19,0.008019046
1.42376E+19,0.007406396
1.55856E+19,0.006750539
1.77362E+19,0.006071799
1.94158E+19,0.005607916
2.12544E+19,0.005179475
2.35694E+19,0.004658699
2.61369E+19,0.004246158
2.8612E+19,0.003921754
3.13211E+19,0.003574472
3.38464E+19,0.003301384
3.65753E+19,0.00304916
3.95247E+19,0.002853758
4.38303E+19,0.002601049
4.8605E+19,0.002370719
5.38997E+19,0.002160786
5.97706E+19,0.001943527
6.62809E+19,0.001748113
7.35012E+19,0.001593313
8.04614E+19,0.001471585
8.80797E+19,0.001341272
9.76735E+19,0.001206412
1.09722E+20,0.001085112
1.23256E+20,0.000963165
1.34926E+20,0.000877874
1.47703E+20,0.000810805
1.59612E+20,0.00074886
1.72481E+20,0.000691648
1.88814E+20,0.000638806
2.0938E+20,0.000574577
2.29208E+20,0.000530679
